Sample,Age,City,Date,Event,Sample,Sport,State
CPR_SH.MB094,Adult,Durham,2/17/2014,ScienceOnline,MB094,,NC
CPR_SH.MB095,Adult,Durham,2/17/2014,ScienceOnline,MB095,,NC
CPR_SH.MB096,Adult,Durham,2/17/2014,ScienceOnline,MB096,,NC
CPR_SH.MB097,Adult,Durham,2/17/2014,ScienceOnline,MB097,,NC
CPR_SH.MB098,Adult,Durham,2/17/2014,ScienceOnline,MB098,,NC
CPR_SH.MB099,Adult,Durham,2/17/2014,ScienceOnline,MB099,,NC
CPR_SH.MB100,Adult,Durham,2/17/2014,ScienceOnline,MB100,,NC
CPR_CP.AG081,Mixed,Washington,4/25/2014,SciEngFest,AG081,,DC
CPR_CP.AG085,Mixed,Washington,4/25/2014,SciEngFest,AG085,,DC
CPR_CP.AG095,Mixed,Washington,4/25/2014,SciEngFest,AG095,,DC
CPR_CP.AG098,Mixed,Washington,4/25/2014,SciEngFest,AG098,,DC
CPR_CP.AK010,Mixed,Washington,4/25/2014,SciEngFest,AK010,,DC
CPR_CP.AK071,Mixed,Washington,4/25/2014,SciEngFest,AK071,,DC
CPR_CP.AK078,Mixed,Washington,4/25/2014,SciEngFest,AK078,,DC
CPR_CP.AM056,Mixed,Washington,4/25/2014,SciEngFest,AM056,,DC
CPR_CP.FY027,Mixed,Washington,4/25/2014,SciEngFest,FY027,,DC
CPR_CP.FY029,Mixed,Washington,4/25/2014,SciEngFest,FY029,,DC
CPR_CP.FY032,Mixed,Washington,4/25/2014,SciEngFest,FY032,,DC
CPR_CP.FY040,Mixed,Washington,4/25/2014,SciEngFest,FY040,,DC
CPR_CP.FY070,Mixed,Washington,4/25/2014,SciEngFest,FY070,,DC
CPR_CP.FZ006,Mixed,Washington,4/25/2014,SciEngFest,FZ006,,DC
CPR_CP.FZ010,Mixed,Washington,4/25/2014,SciEngFest,FZ010,,DC
CPR_CP.FZ021,Mixed,Washington,4/25/2014,SciEngFest,FZ021,,DC
CPR_CP.FZ037,Mixed,Washington,4/25/2014,SciEngFest,FZ037,,DC
CPR_CP.FZ038,Mixed,Washington,4/25/2014,SciEngFest,FZ038,,DC
CPR_CP.LT058,Mixed,Washington,4/25/2014,SciEngFest,LT058,,DC
CPR_CP.LT059,Mixed,Washington,4/25/2014,SciEngFest,LT059,,DC
CPR_CP.LT060,Mixed,Washington,4/25/2014,SciEngFest,LT060,,DC
CPR_CP.LT061,Mixed,Washington,4/25/2014,SciEngFest,LT061,,DC
CPR_CP.LT062,Mixed,Washington,4/25/2014,SciEngFest,LT062,,DC
CPR_CP.LT063,Mixed,Washington,4/25/2014,SciEngFest,LT063,,DC
CPR_CP.LT064,Mixed,Washington,4/25/2014,SciEngFest,LT064,,DC
CPR_CP.LT065,Mixed,Washington,4/25/2014,SciEngFest,LT065,,DC
CPR_CP.LT066,Mixed,Washington,4/25/2014,SciEngFest,LT066,,DC
CPR_CP.LT067,Mixed,Washington,4/25/2014,SciEngFest,LT067,,DC
CPR_CP.LT068,Mixed,Washington,4/25/2014,SciEngFest,LT068,,DC
CPR_CP.LT069,Mixed,Washington,4/25/2014,SciEngFest,LT069,,DC
CPR_CP.LT070,Mixed,Washington,4/25/2014,SciEngFest,LT070,,DC
CPR_CP.LT071,Mixed,Washington,4/25/2014,SciEngFest,LT071,,DC
CPR_CP.LT072,Mixed,Washington,4/25/2014,SciEngFest,LT072,,DC
CPR_CP.LT073,Mixed,Washington,4/25/2014,SciEngFest,LT073,,DC
CPR_CP.LT074,Mixed,Washington,4/25/2014,SciEngFest,LT074,,DC
CPR_CP.LT075,Mixed,Washington,4/25/2014,SciEngFest,LT075,,DC
CPR_CP.LT076,Mixed,Washington,4/25/2014,SciEngFest,LT076,,DC
CPR_CP.LT077,Mixed,Washington,4/25/2014,SciEngFest,LT077,,DC
CPR_CP.LT078,Mixed,Washington,4/25/2014,SciEngFest,LT078,,DC
CPR_CP.MC001,Mixed,Washington,4/25/2014,SciEngFest,MC001,,DC
CPR_CP.MC002,Mixed,Washington,4/25/2014,SciEngFest,MC002,,DC
CPR_CP.MC004,Mixed,Washington,4/25/2014,SciEngFest,MC004,,DC
CPR_CP.MC005,Mixed,Washington,4/25/2014,SciEngFest,MC005,,DC
CPR_CP.MC006,Mixed,Washington,4/25/2014,SciEngFest,MC006,,DC
CPR_CP.MC011,Mixed,Washington,4/25/2014,SciEngFest,MC011,,DC
CPR_CP.MC012,Mixed,Washington,4/25/2014,SciEngFest,MC012,,DC
CPR_CP.MC021,Mixed,Washington,4/25/2014,SciEngFest,MC021,,DC
CPR_CP.MC023,Mixed,Washington,4/25/2014,SciEngFest,MC023,,DC
CPR_CP.MC027,Mixed,Washington,4/25/2014,SciEngFest,MC027,,DC
CPR_CP.MC044,Mixed,Washington,4/25/2014,SciEngFest,MC044,,DC
CPR_CP.MC045,Mixed,Washington,4/25/2014,SciEngFest,MC045,,DC
CPR_CP.MC046,Mixed,Washington,4/25/2014,SciEngFest,MC046,,DC
CPR_CP.MC048,Mixed,Washington,4/25/2014,SciEngFest,MC048,,DC
CPR_CP.MC049,Mixed,Washington,4/25/2014,SciEngFest,MC049,,DC
CPR_CP.MC050,Mixed,Washington,4/25/2014,SciEngFest,MC050,,DC
CPR_CP.MC051,Mixed,Washington,4/25/2014,SciEngFest,MC051,,DC
CPR_CP.MC052,Mixed,Washington,4/25/2014,SciEngFest,MC052,,DC
CPR_CP.MC053,Mixed,Washington,4/25/2014,SciEngFest,MC053,,DC
CPR_CP.MC054,Mixed,Washington,4/25/2014,SciEngFest,MC054,,DC
CPR_CP.MC056,Mixed,Washington,4/25/2014,SciEngFest,MC056,,DC
CPR_CP.MC057,Mixed,Washington,4/25/2014,SciEngFest,MC057,,DC
CPR_CP.MC058,Mixed,Washington,4/25/2014,SciEngFest,MC058,,DC
CPR_CP.MC059,Mixed,Washington,4/25/2014,SciEngFest,MC059,,DC
CPR_CP.MC060,Mixed,Washington,4/25/2014,SciEngFest,MC060,,DC
CPR_CP.MC061,Mixed,Washington,4/25/2014,SciEngFest,MC061,,DC
CPR_CP.MC063,Mixed,Washington,4/25/2014,SciEngFest,MC063,,DC
CPR_CP.MC064,Mixed,Washington,4/25/2014,SciEngFest,MC064,,DC
CPR_CP.MC065,Mixed,Washington,4/25/2014,SciEngFest,MC065,,DC
CPR_CP.MC066,Mixed,Washington,4/25/2014,SciEngFest,MC066,,DC
CPR_CP.MC067,Mixed,Washington,4/25/2014,SciEngFest,MC067,,DC
CPR_CP.MC068,Mixed,Washington,4/25/2014,SciEngFest,MC068,,DC
CPR_CP.MC069,Mixed,Washington,4/25/2014,SciEngFest,MC069,,DC
CPR_CP.MC070,Mixed,Washington,4/25/2014,SciEngFest,MC070,,DC
CPR_CP.MC071,Mixed,Washington,4/25/2014,SciEngFest,MC071,,DC
CPR_CP.MC072,Mixed,Washington,4/25/2014,SciEngFest,MC072,,DC
CPR_CP.MC073,Mixed,Washington,4/25/2014,SciEngFest,MC073,,DC
CPR_CP.MC074,Mixed,Washington,4/25/2014,SciEngFest,MC074,,DC
CPR_CP.MC076,Mixed,Washington,4/25/2014,SciEngFest,MC076,,DC
CPR_CP.MC077,Mixed,Washington,4/25/2014,SciEngFest,MC077,,DC
CPR_CP.MC078,Mixed,Washington,4/25/2014,SciEngFest,MC078,,DC
CPR_CP.MC079,Mixed,Washington,4/25/2014,SciEngFest,MC079,,DC
CPR_CP.MC081,Mixed,Washington,4/25/2014,SciEngFest,MC081,,DC
CPR_CP.MC083,Mixed,Washington,4/25/2014,SciEngFest,MC083,,DC
CPR_CP.MC084,Mixed,Washington,4/25/2014,SciEngFest,MC084,,DC
CPR_CP.MC086,Mixed,Washington,4/25/2014,SciEngFest,MC086,,DC
CPR_CP.MC087,Mixed,Washington,4/25/2014,SciEngFest,MC087,,DC
CPR_CP.MC088,Mixed,Washington,4/25/2014,SciEngFest,MC088,,DC
CPR_CP.MC089,Mixed,Washington,4/25/2014,SciEngFest,MC089,,DC
CPR_CP.MC090,Mixed,Washington,4/25/2014,SciEngFest,MC090,,DC
CPR_CP.MC091,Mixed,Washington,4/25/2014,SciEngFest,MC091,,DC
CPR_CP.MC092,Mixed,Washington,4/25/2014,SciEngFest,MC092,,DC
CPR_CP.MC094,Mixed,Washington,4/25/2014,SciEngFest,MC094,,DC
CPR_CP.ME001,Mixed,Washington,4/25/2014,SciEngFest,ME001,,DC
CPR_CP.ME011,Mixed,Washington,4/25/2014,SciEngFest,ME011,,DC
CPR_CP.ME012,Mixed,Washington,4/25/2014,SciEngFest,ME012,,DC
CPR_CP.ME013,Mixed,Washington,4/25/2014,SciEngFest,ME013,,DC
CPR_CP.ME014,Mixed,Washington,4/25/2014,SciEngFest,ME014,,DC
CPR_CP.ME015,Mixed,Washington,4/25/2014,SciEngFest,ME015,,DC
CPR_CP.ME016,Mixed,Washington,4/25/2014,SciEngFest,ME016,,DC
CPR_CP.ME017,Mixed,Washington,4/25/2014,SciEngFest,ME017,,DC
CPR_CP.ME018,Mixed,Washington,4/25/2014,SciEngFest,ME018,,DC
CPR_CP.ME019,Mixed,Washington,4/25/2014,SciEngFest,ME019,,DC
CPR_CP.ME020,Mixed,Washington,4/25/2014,SciEngFest,ME020,,DC
CPR_CP.ME022,Mixed,Washington,4/25/2014,SciEngFest,ME022,,DC
CPR_CP.ME024,Mixed,Washington,4/25/2014,SciEngFest,ME024,,DC
CPR_CP.ME025,Mixed,Washington,4/25/2014,SciEngFest,ME025,,DC
CPR_CP.ME026,Mixed,Washington,4/25/2014,SciEngFest,ME026,,DC
CPR_CP.ME027,Mixed,Washington,4/25/2014,SciEngFest,ME027,,DC
CPR_CP.ME028,Mixed,Washington,4/25/2014,SciEngFest,ME028,,DC
CPR_CP.ME029,Mixed,Washington,4/25/2014,SciEngFest,ME029,,DC
CPR_CP.ME030,Mixed,Washington,4/25/2014,SciEngFest,ME030,,DC
CPR_CP.ME031,Mixed,Washington,4/25/2014,SciEngFest,ME031,,DC
CPR_CP.ME032,Mixed,Washington,4/25/2014,SciEngFest,ME032,,DC
CPR_CP.ME033,Mixed,Washington,4/25/2014,SciEngFest,ME033,,DC
CPR_CP.ME034,Mixed,Washington,4/25/2014,SciEngFest,ME034,,DC
CPR_CP.ME035,Mixed,Washington,4/25/2014,SciEngFest,ME035,,DC
CPR_CP.ME036,Mixed,Washington,4/25/2014,SciEngFest,ME036,,DC
CPR_CP.ME037,Mixed,Washington,4/25/2014,SciEngFest,ME037,,DC
CPR_CP.ME038,Mixed,Washington,4/25/2014,SciEngFest,ME038,,DC
CPR_CP.ME039,Mixed,Washington,4/25/2014,SciEngFest,ME039,,DC
CPR_CP.ME040,Mixed,Washington,4/25/2014,SciEngFest,ME040,,DC
CPR_CP.ME041,Mixed,Washington,4/25/2014,SciEngFest,ME041,,DC
CPR_CP.ME042,Mixed,Washington,4/25/2014,SciEngFest,ME042,,DC
CPR_CP.ME043,Mixed,Washington,4/25/2014,SciEngFest,ME043,,DC
CPR_CP.ME044,Mixed,Washington,4/25/2014,SciEngFest,ME044,,DC
CPR_CP.ME045,Mixed,Washington,4/25/2014,SciEngFest,ME045,,DC
CPR_CP.ME046,Mixed,Washington,4/25/2014,SciEngFest,ME046,,DC
CPR_CP.ME047,Mixed,Washington,4/25/2014,SciEngFest,ME047,,DC
CPR_CP.ME048,Mixed,Washington,4/25/2014,SciEngFest,ME048,,DC
CPR_CP.ME049,Mixed,Washington,4/25/2014,SciEngFest,ME049,,DC
CPR_CP.ME050,Mixed,Washington,4/25/2014,SciEngFest,ME050,,DC
CPR_CP.ME051,Mixed,Washington,4/25/2014,SciEngFest,ME051,,DC
CPR_CP.ME052,Mixed,Washington,4/25/2014,SciEngFest,ME052,,DC
CPR_CP.ME053,Mixed,Washington,4/25/2014,SciEngFest,ME053,,DC
CPR_CP.ME054,Mixed,Washington,4/25/2014,SciEngFest,ME054,,DC
CPR_CP.ME055,Mixed,Washington,4/25/2014,SciEngFest,ME055,,DC
CPR_CP.ME056,Mixed,Washington,4/25/2014,SciEngFest,ME056,,DC
CPR_CP.ME058,Mixed,Washington,4/25/2014,SciEngFest,ME058,,DC
CPR_CP.ME059,Mixed,Washington,4/25/2014,SciEngFest,ME059,,DC
CPR_CP.ME060,Mixed,Washington,4/25/2014,SciEngFest,ME060,,DC
CPR_SH.AG081,Mixed,Washington,4/25/2014,SciEngFest,AG081,,DC
CPR_SH.AG085,Mixed,Washington,4/25/2014,SciEngFest,AG085,,DC
CPR_SH.AG095,Mixed,Washington,4/25/2014,SciEngFest,AG095,,DC
CPR_SH.AG098,Mixed,Washington,4/25/2014,SciEngFest,AG098,,DC
CPR_SH.AK010,Mixed,Washington,4/25/2014,SciEngFest,AK010,,DC
CPR_SH.AK071,Mixed,Washington,4/25/2014,SciEngFest,AK071,,DC
CPR_SH.AK078,Mixed,Washington,4/25/2014,SciEngFest,AK078,,DC
CPR_SH.AM055,Mixed,Washington,4/25/2014,SciEngFest,AM055,,DC
CPR_SH.AM056,Mixed,Washington,4/25/2014,SciEngFest,AM056,,DC
CPR_SH.FY027,Mixed,Washington,4/25/2014,SciEngFest,FY027,,DC
CPR_SH.FY029,Mixed,Washington,4/25/2014,SciEngFest,FY029,,DC
CPR_SH.FZ006,Mixed,Washington,4/25/2014,SciEngFest,FZ006,,DC
CPR_SH.FZ010,Mixed,Washington,4/25/2014,SciEngFest,FZ010,,DC
CPR_SH.FZ021,Mixed,Washington,4/25/2014,SciEngFest,FZ021,,DC
CPR_SH.FZ038,Mixed,Washington,4/25/2014,SciEngFest,FZ038,,DC
CPR_SH.LT057,Mixed,Washington,4/25/2014,SciEngFest,LT057,,DC
CPR_SH.LT058,Mixed,Washington,4/25/2014,SciEngFest,LT058,,DC
CPR_SH.LT059,Mixed,Washington,4/25/2014,SciEngFest,LT059,,DC
CPR_SH.LT060,Mixed,Washington,4/25/2014,SciEngFest,LT060,,DC
CPR_SH.LT061,Mixed,Washington,4/25/2014,SciEngFest,LT061,,DC
CPR_SH.LT062,Mixed,Washington,4/25/2014,SciEngFest,LT062,,DC
CPR_SH.LT063,Mixed,Washington,4/25/2014,SciEngFest,LT063,,DC
CPR_SH.LT064,Mixed,Washington,4/25/2014,SciEngFest,LT064,,DC
CPR_SH.LT065,Mixed,Washington,4/25/2014,SciEngFest,LT065,,DC
CPR_SH.LT066,Mixed,Washington,4/25/2014,SciEngFest,LT066,,DC
CPR_SH.LT067,Mixed,Washington,4/25/2014,SciEngFest,LT067,,DC
CPR_SH.LT068,Mixed,Washington,4/25/2014,SciEngFest,LT068,,DC
CPR_SH.LT069,Mixed,Washington,4/25/2014,SciEngFest,LT069,,DC
CPR_SH.LT070,Mixed,Washington,4/25/2014,SciEngFest,LT070,,DC
CPR_SH.LT071,Mixed,Washington,4/25/2014,SciEngFest,LT071,,DC
CPR_SH.LT072,Mixed,Washington,4/25/2014,SciEngFest,LT072,,DC
CPR_SH.LT073,Mixed,Washington,4/25/2014,SciEngFest,LT073,,DC
CPR_SH.LT074,Mixed,Washington,4/25/2014,SciEngFest,LT074,,DC
CPR_SH.LT075,Mixed,Washington,4/25/2014,SciEngFest,LT075,,DC
CPR_SH.LT076,Mixed,Washington,4/25/2014,SciEngFest,LT076,,DC
CPR_SH.LT077,Mixed,Washington,4/25/2014,SciEngFest,LT077,,DC
CPR_SH.LT078,Mixed,Washington,4/25/2014,SciEngFest,LT078,,DC
CPR_SH.MC001,Mixed,Washington,4/25/2014,SciEngFest,MC001,,DC
CPR_SH.MC002,Mixed,Washington,4/25/2014,SciEngFest,MC002,,DC
CPR_SH.MC004,Mixed,Washington,4/25/2014,SciEngFest,MC004,,DC
CPR_SH.MC005,Mixed,Washington,4/25/2014,SciEngFest,MC005,,DC
CPR_SH.MC006,Mixed,Washington,4/25/2014,SciEngFest,MC006,,DC
CPR_SH.MC011,Mixed,Washington,4/25/2014,SciEngFest,MC011,,DC
CPR_SH.MC012,Mixed,Washington,4/25/2014,SciEngFest,MC012,,DC
CPR_SH.MC017,Mixed,Washington,4/25/2014,SciEngFest,MC017,,DC
CPR_SH.MC023,Mixed,Washington,4/25/2014,SciEngFest,MC023,,DC
CPR_SH.MC027,Mixed,Washington,4/25/2014,SciEngFest,MC027,,DC
CPR_SH.MC044,Mixed,Washington,4/25/2014,SciEngFest,MC044,,DC
CPR_SH.MC045,Mixed,Washington,4/25/2014,SciEngFest,MC045,,DC
CPR_SH.MC046,Mixed,Washington,4/25/2014,SciEngFest,MC046,,DC
CPR_SH.MC048,Mixed,Washington,4/25/2014,SciEngFest,MC048,,DC
CPR_SH.MC051,Mixed,Washington,4/25/2014,SciEngFest,MC051,,DC
CPR_SH.MC052,Mixed,Washington,4/25/2014,SciEngFest,MC052,,DC
CPR_SH.MC053,Mixed,Washington,4/25/2014,SciEngFest,MC053,,DC
CPR_SH.MC054,Mixed,Washington,4/25/2014,SciEngFest,MC054,,DC
CPR_SH.MC055,Mixed,Washington,4/25/2014,SciEngFest,MC055,,DC
CPR_SH.MC056,Mixed,Washington,4/25/2014,SciEngFest,MC056,,DC
CPR_SH.MC057,Mixed,Washington,4/25/2014,SciEngFest,MC057,,DC
CPR_SH.MC058,Mixed,Washington,4/25/2014,SciEngFest,MC058,,DC
CPR_SH.MC059,Mixed,Washington,4/25/2014,SciEngFest,MC059,,DC
CPR_SH.MC060,Mixed,Washington,4/25/2014,SciEngFest,MC060,,DC
CPR_SH.MC061,Mixed,Washington,4/25/2014,SciEngFest,MC061,,DC
CPR_SH.MC063,Mixed,Washington,4/25/2014,SciEngFest,MC063,,DC
CPR_SH.MC064,Mixed,Washington,4/25/2014,SciEngFest,MC064,,DC
CPR_SH.MC065,Mixed,Washington,4/25/2014,SciEngFest,MC065,,DC
CPR_SH.MC066,Mixed,Washington,4/25/2014,SciEngFest,MC066,,DC
CPR_SH.MC067,Mixed,Washington,4/25/2014,SciEngFest,MC067,,DC
CPR_SH.MC068,Mixed,Washington,4/25/2014,SciEngFest,MC068,,DC
CPR_SH.MC069,Mixed,Washington,4/25/2014,SciEngFest,MC069,,DC
CPR_SH.MC070,Mixed,Washington,4/25/2014,SciEngFest,MC070,,DC
CPR_SH.MC071,Mixed,Washington,4/25/2014,SciEngFest,MC071,,DC
CPR_SH.MC072,Mixed,Washington,4/25/2014,SciEngFest,MC072,,DC
CPR_SH.MC073,Mixed,Washington,4/25/2014,SciEngFest,MC073,,DC
CPR_SH.MC074,Mixed,Washington,4/25/2014,SciEngFest,MC074,,DC
CPR_SH.MC076,Mixed,Washington,4/25/2014,SciEngFest,MC076,,DC
CPR_SH.MC077,Mixed,Washington,4/25/2014,SciEngFest,MC077,,DC
CPR_SH.MC078,Mixed,Washington,4/25/2014,SciEngFest,MC078,,DC
CPR_SH.MC079,Mixed,Washington,4/25/2014,SciEngFest,MC079,,DC
CPR_SH.MC081,Mixed,Washington,4/25/2014,SciEngFest,MC081,,DC
CPR_SH.MC082,Mixed,Washington,4/25/2014,SciEngFest,MC082,,DC
CPR_SH.MC083,Mixed,Washington,4/25/2014,SciEngFest,MC083,,DC
CPR_SH.MC084,Mixed,Washington,4/25/2014,SciEngFest,MC084,,DC
CPR_SH.MC085,Mixed,Washington,4/25/2014,SciEngFest,MC085,,DC
CPR_SH.MC086,Mixed,Washington,4/25/2014,SciEngFest,MC086,,DC
CPR_SH.MC087,Mixed,Washington,4/25/2014,SciEngFest,MC087,,DC
CPR_SH.MC088,Mixed,Washington,4/25/2014,SciEngFest,MC088,,DC
CPR_SH.MC089,Mixed,Washington,4/25/2014,SciEngFest,MC089,,DC
CPR_SH.MC090,Mixed,Washington,4/25/2014,SciEngFest,MC090,,DC
CPR_SH.MC091,Mixed,Washington,4/25/2014,SciEngFest,MC091,,DC
CPR_SH.MC092,Mixed,Washington,4/25/2014,SciEngFest,MC092,,DC
CPR_SH.MC094,Mixed,Washington,4/25/2014,SciEngFest,MC094,,DC
CPR_SH.ME001,Mixed,Washington,4/25/2014,SciEngFest,ME001,,DC
CPR_SH.ME002,Mixed,Washington,4/25/2014,SciEngFest,ME002,,DC
CPR_SH.ME011,Mixed,Washington,4/25/2014,SciEngFest,ME011,,DC
CPR_SH.ME012,Mixed,Washington,4/25/2014,SciEngFest,ME012,,DC
CPR_SH.ME013,Mixed,Washington,4/25/2014,SciEngFest,ME013,,DC
CPR_SH.ME014,Mixed,Washington,4/25/2014,SciEngFest,ME014,,DC
CPR_SH.ME015,Mixed,Washington,4/25/2014,SciEngFest,ME015,,DC
CPR_SH.ME016,Mixed,Washington,4/25/2014,SciEngFest,ME016,,DC
CPR_SH.ME017,Mixed,Washington,4/25/2014,SciEngFest,ME017,,DC
CPR_SH.ME018,Mixed,Washington,4/25/2014,SciEngFest,ME018,,DC
CPR_SH.ME019,Mixed,Washington,4/25/2014,SciEngFest,ME019,,DC
CPR_SH.ME020,Mixed,Washington,4/25/2014,SciEngFest,ME020,,DC
CPR_SH.ME022,Mixed,Washington,4/25/2014,SciEngFest,ME022,,DC
CPR_SH.ME024,Mixed,Washington,4/25/2014,SciEngFest,ME024,,DC
CPR_SH.ME025,Mixed,Washington,4/25/2014,SciEngFest,ME025,,DC
CPR_SH.ME026,Mixed,Washington,4/25/2014,SciEngFest,ME026,,DC
CPR_SH.ME027,Mixed,Washington,4/25/2014,SciEngFest,ME027,,DC
CPR_SH.ME028,Mixed,Washington,4/25/2014,SciEngFest,ME028,,DC
CPR_SH.ME029,Mixed,Washington,4/25/2014,SciEngFest,ME029,,DC
CPR_SH.ME030,Mixed,Washington,4/25/2014,SciEngFest,ME030,,DC
CPR_SH.ME031,Mixed,Washington,4/25/2014,SciEngFest,ME031,,DC
CPR_SH.ME032,Mixed,Washington,4/25/2014,SciEngFest,ME032,,DC
CPR_SH.ME033,Mixed,Washington,4/25/2014,SciEngFest,ME033,,DC
CPR_SH.ME034,Mixed,Washington,4/25/2014,SciEngFest,ME034,,DC
CPR_SH.ME035,Mixed,Washington,4/25/2014,SciEngFest,ME035,,DC
CPR_SH.ME036,Mixed,Washington,4/25/2014,SciEngFest,ME036,,DC
CPR_SH.ME037,Mixed,Washington,4/25/2014,SciEngFest,ME037,,DC
CPR_SH.ME038,Mixed,Washington,4/25/2014,SciEngFest,ME038,,DC
CPR_SH.ME039,Mixed,Washington,4/25/2014,SciEngFest,ME039,,DC
CPR_SH.ME040,Mixed,Washington,4/25/2014,SciEngFest,ME040,,DC
CPR_SH.ME041,Mixed,Washington,4/25/2014,SciEngFest,ME041,,DC
CPR_SH.ME042,Mixed,Washington,4/25/2014,SciEngFest,ME042,,DC
CPR_SH.ME043,Mixed,Washington,4/25/2014,SciEngFest,ME043,,DC
CPR_SH.ME044,Mixed,Washington,4/25/2014,SciEngFest,ME044,,DC
CPR_SH.ME045,Mixed,Washington,4/25/2014,SciEngFest,ME045,,DC
CPR_SH.ME046,Mixed,Washington,4/25/2014,SciEngFest,ME046,,DC
CPR_SH.ME047,Mixed,Washington,4/25/2014,SciEngFest,ME047,,DC
CPR_SH.ME048,Mixed,Washington,4/25/2014,SciEngFest,ME048,,DC
CPR_SH.ME049,Mixed,Washington,4/25/2014,SciEngFest,ME049,,DC
CPR_SH.ME050,Mixed,Washington,4/25/2014,SciEngFest,ME050,,DC
CPR_SH.ME052,Mixed,Washington,4/25/2014,SciEngFest,ME052,,DC
CPR_SH.ME053,Mixed,Washington,4/25/2014,SciEngFest,ME053,,DC
CPR_SH.ME054,Mixed,Washington,4/25/2014,SciEngFest,ME054,,DC
CPR_SH.ME055,Mixed,Washington,4/25/2014,SciEngFest,ME055,,DC
CPR_SH.ME056,Mixed,Washington,4/25/2014,SciEngFest,ME056,,DC
CPR_SH.ME057,Mixed,Washington,4/25/2014,SciEngFest,ME057,,DC
CPR_SH.ME058,Mixed,Washington,4/25/2014,SciEngFest,ME058,,DC
CPR_SH.ME059,Mixed,Washington,4/25/2014,SciEngFest,ME059,,DC
CPR_SH.ME060,Mixed,Washington,4/25/2014,SciEngFest,ME060,,DC
CPR_CP.LA081,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LA081,,DC
CPR_CP.LA083,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LA083,,DC
CPR_CP.LA084,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LA084,,DC
CPR_CP.LA085,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LA085,,DC
CPR_CP.LA086,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LA086,,DC
CPR_CP.LA087,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LA087,,DC
CPR_CP.LA088,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LA088,,DC
CPR_CP.LA089,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LA089,,DC
CPR_CP.LA090,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LA090,,DC
CPR_CP.LR001,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR001,,DC
CPR_CP.LR002,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR002,,DC
CPR_CP.LR003,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR003,,DC
CPR_CP.LR004,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR004,,DC
CPR_CP.LR005,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR005,,DC
CPR_CP.LR006,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR006,,DC
CPR_CP.LR007,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR007,,DC
CPR_CP.LR008,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR008,,DC
CPR_CP.LR009,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR009,,DC
CPR_CP.LR010,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR010,,DC
CPR_CP.LR011,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR011,,DC
CPR_CP.LR012,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR012,,DC
CPR_CP.LR013,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR013,,DC
CPR_CP.LR014,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR014,,DC
CPR_CP.LR015,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR015,,DC
CPR_CP.LR016,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR016,,DC
CPR_SH.LA081,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LA081,,DC
CPR_SH.LA082,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LA082,,DC
CPR_SH.LA083,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LA083,,DC
CPR_SH.LA084,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LA084,,DC
CPR_SH.LA085,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LA085,,DC
CPR_SH.LA086,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LA086,,DC
CPR_SH.LA087,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LA087,,DC
CPR_SH.LA089,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LA089,,DC
CPR_SH.LA090,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LA090,,DC
CPR_SH.LR001,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR001,,DC
CPR_SH.LR002,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR002,,DC
CPR_SH.LR003,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR003,,DC
CPR_SH.LR004,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR004,,DC
CPR_SH.LR005,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR005,,DC
CPR_SH.LR006,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR006,,DC
